Transaction_Text,Label,source
Utr 6642690097 Equity Booking/95528214 COMPLETED,Investment,extreme_augmented
IMPS fixeddeposit*investmet_89303520,Investment,extreme_augmented
ECS account:contribution_99863463:groww,Investment,extreme_augmented
portfolio iinvestment ORDER,Investment,extreme_augmented
POS contribution:88728336 REF Ref:7611049336 account fd,Investment,extreme_augmented
ID*4321604687 sip booking,Investment,extreme_augmented
UPI UTR 9841445535 Upstox Account Contribution_60398746,Investment,extreme_augmented
ID/3544066150 POS fd accoutn contribution,Investment,extreme_augmented
NACH shares booking DR,Investment,extreme_augmented
REF 3378446589 NACH PORTFOLIO BOOKING ONLINE,Investment,extreme_augmented
UTR:1467536778 SecUriTIES account contRibuTioN/46168594 CHARGE,Investment,extreme_augmented
BoookiNG REF Etf,Investment,extreme_augmented
Ref 5370470318 Zerodha Sip Ccontribution,Investment,extreme_augmented
ID-5276144624 account upsox MERCHANT POS contribution,Investment,extreme_augmented
ACCOUNT CONTRIBUTION SHARES,Investment,extreme_augmented
Ref/5648757107 upstox purchase,Investment,extreme_augmented
Ref-8722045465 fixeddeposit*booking_36031342,Investment,extreme_augmented
NACH recurringdeposit investment SUCCESS,Investment,extreme_augmented
Pos_Utr_4333171381_Ppf_Booking_Debit,Investment,extreme_augmented
6428269291 BOND-ACCOUNT-CONTRIBUTION REF,Investment,extreme_augmented
NACH Investment-Securities,Investment,extreme_augmented
ID-6447139280 shares purchase DR 39881136,Investment,extreme_augmented
ACCOUNT PurhCase anGelonE,Investment,extreme_augmented
angelone:sip:contribution_16723292,Investment,extreme_augmented
ANGELONE INVETSMENT,Investment,extreme_augmented
UTR-3468506263 groWW/BBoOKINg_25835367,Investment,extreme_augmented
purcahse*fixeddeposit*MERCHANT:5974196,Investment,extreme_augmented
mutualfund:sip:coontribution,Investment,extreme_augmented
BANK ID_359879671 mutualfund purchase,Investment,extreme_augmented
UTR*20655618_groww_investment,Investment,extreme_augmented
UTR-4004927806Recurringdeposit Booking,Investment,extreme_augmented
Reliancedigital/Purchase/Card,Shopping,extreme_augmented
Purchase Decathlon Retail:92909266,Shopping,extreme_augmented
croma online ordeer SUCCESS,Shopping,extreme_augmented
titan product purchase:67370001 CARD,Shopping,extreme_augmented
UTR*1017865000*POS*myntra*retail*purchase,Shopping,extreme_augmented
Id-93691187766_Ikea_Product_Purchase MERCHANT,Shopping,extreme_augmented
clothing/online/order/98960280,Shopping,extreme_augmented
paymennt MERCHANT/49409336 order tanishq IMPS,Shopping,extreme_augmented
decathlon reatil purchase,Shopping,extreme_augmented
UTR:192686371 titan/shopping/payment/26099196,Shopping,extreme_augmented
onlINe ORDer ID_8688553730 cromA/88998971 DEBIT,Shopping,extreme_augmented
ECS ID*3702649697 decathlon shopping pyment,Shopping,extreme_augmented
OnliNE/REf/4463648702/ordeR/EEleCtRonicS,Shopping,extreme_augmented
ID:8888203382 amazon/order/payment/ONLINE*25556027,Shopping,extreme_augmented
Myntra Card Purchase:79942488,Shopping,extreme_augmented
UTR/5018167744 NEFT mobilephne/card/purchase,Shopping,extreme_augmented
UTR_4466888246*FuRniTure*oRdER*payMenT,Shopping,extreme_augmented
Ref-7656486895 MYNTRA*SHOPPING*PAYMENT 31616851,Shopping,extreme_augmented
NACH/retail/purchase/amazon,Shopping,extreme_augmented
BANK rEliANCeIGitAl pRoDUct Purchase ORDER-681739,Shopping,extreme_augmented
Id 2797849441 Upi Croma:Online:Order,Shopping,extreme_augmented
laptop order payment,Shopping,extreme_augmented
Ecs Decathlon Shoppiing Payment,Shopping,extreme_augmented
amazon:shopping:payment:CARD,Shopping,extreme_augmented
UPI Croma Product Purchase,Shopping,extreme_augmented
UTR*1952186499 RETAIl-carD-purchase-86890608-CHARGE,Shopping,extreme_augmented
ID/3876361334 DECATHLON:ONLINE:ORDER-40252414,Shopping,extreme_augmented
ELECTRONICS_ODRER_PAYMENT_CARD,Shopping,extreme_augmented
IMPS APPLIANCE CARD PURCHASE CHARGE,Shopping,extreme_augmented
POS Id*6584381684 Myntra Product Purchase*19229226,Shopping,extreme_augmented
UTR-1975842725 electronics card purchase COMPLETED,Shopping,extreme_augmented
Ref/8277378603-ikea-payment-order,Shopping,extreme_augmented
purcahse card electronics Ref/7983310539 BANK PAYMENT,Shopping,extreme_augmented
ECS ID_3635172178 furniTurE retaIl pUrCHase,Shopping,extreme_augmented
NEFT*card*purchase*ppliance,Shopping,extreme_augmented
UPI mobilephone card purchase DEBIT-99823769,Shopping,extreme_augmented
ECS_electronics_product_purchsse_86449940,Shopping,extreme_augmented
NACH-ajio-product-purchase COMPLETED,Shopping,extreme_augmented
prodduct TXN purchase croma,Shopping,extreme_augmented
UTR 3321227361 NEFT electronis product purchase,Shopping,extreme_augmented
UPI purchase card decatlon ACCOUNT,Shopping,extreme_augmented
BANK-retail-online-order,Shopping,extreme_augmented
reliancedIgitaL*SHOPping*PAyment CARD,Shopping,extreme_augmented
tanishq-shopping-payyment-REF,Shopping,extreme_augmented
nykaa product purchase,Shopping,extreme_augmented
UTR:1251023637 ECS nykaa online order PAYMENT,Shopping,extreme_augmented
ID*350100044 ONLINE BANK purchase amazon retail,Shopping,extreme_augmented
appliance shopping Ref-1200540160 payment,Shopping,extreme_augmented
retail-purchase-DR-clothing 6770621,Shopping,extreme_augmented
nykaA ORDer onlinE 11472896,Shopping,extreme_augmented
ECS myntra_retAiL_purHCase/1534997,Shopping,extreme_augmented
NACH REF_ajio_retail_purchase,Shopping,extreme_augmented
ID/5007419106:NACH:Laptop:ProDucT:pUrchase,Shopping,extreme_augmented
ID-3268052928 titan order payment SUCCESS,Shopping,extreme_augmented
POS:rELIaNcedDIGITal:ShOppInG:paymenT,Shopping,extreme_augmented
Charge Ajio Txn Purcchase Product,Shopping,extreme_augmented
decathlon:online:order:55406072,Shopping,extreme_augmented
tanishq shopping pyment ONLINE,Shopping,extreme_augmented
NEFT elecTronics iRDer paymenT-96989529,Shopping,extreme_augmented
Bank Appliance_Card_Purchase Debit,Shopping,extreme_augmented
ID-3792805706-kiea-product-purchase 26434252,Shopping,extreme_augmented
ECS Ajio Shopping Payment DR 81490139,Shopping,extreme_augmented
ID_39690833001 appliance card purchase DEBIT,Shopping,extreme_augmented
ORDER purchase card titan,Shopping,extreme_augmented
UTR*6090267556:clothing:order:payment:ACCOUNT,Shopping,extreme_augmented
EC ID-926230810 retail onLine oRDEr PAID,Shopping,extreme_augmented
Ref:5488882966 mesho:order:payment:DEBIT,Shopping,extreme_augmented
nykaa_shopping_payment_46611404 NACH CHARGE,Shopping,extreme_augmented
ajio card purchhase-39331597,Shopping,extreme_augmented
laptopo rder payment ONLINE 81307422,Shopping,extreme_augmented
Txn Tanishq Retail Puchase,Shopping,extreme_augmented
NACH laptop retsil purchase,Shopping,extreme_augmented
ID/9776948809 clthing retail purchase,Shopping,extreme_augmented
UTR:3760984503 Ecs Product Flipkart Purchase,Shopping,extreme_augmented
TXN UTR 5370611879 PURCHASE-95035194 RETAIL CARD,Shopping,extreme_augmented
card appliacne purchase-75174297,Shopping,extreme_augmented
PaymeNt ID-304763931 DEcAtHlON OrdER PAID,Shopping,extreme_augmented
NACH-amazon-online-order,Shopping,extreme_augmented
NACH UTR-9527107934 flipkart order payment,Shopping,extreme_augmented
ID_2510310489_mobilephone_retail_purchase_CARD-29790213,Shopping,extreme_augmented
ORDer:8378571/LaptOP/onLiNe,Shopping,extreme_augmented
order payment ID/5291177704 myntra-57952796,Shopping,extreme_augmented
puRChase_UTR:4498710706_elECtROniCs_ReTail,Shopping,extreme_augmented
card puurchase reliancedigital,Shopping,extreme_augmented
UTR_8334670230 mobilephone payment order,Shopping,extreme_augmented
ecommerce gpayment shoppin ECS,Shopping,extreme_augmented
NEFT UTR_2003908912 product purchase amazon 22695445,Shopping,extreme_augmented
NEFT ID/9918900648 dEcaTHlon reTaiL purCHASe*35982792,Shopping,extreme_augmented
ID-8835627331 tanIsHq paymenT Order PAID,Shopping,extreme_augmented
UTR-5291863168 UPI tanishq card purchase MERCHANT,Shopping,extreme_augmented
poduCt ECoMmERce pURcHase PAYMENT,Shopping,extreme_augmented
NACH payment croma ordr,Shopping,extreme_augmented
purchase flipkart product 43283286,Shopping,extreme_augmented
NACH order electronics payment/8016444 ACCOUNT,Shopping,extreme_augmented
NEFT*appliance*order*payment*PAYMENT,Shopping,extreme_augmented
Ref_6459444659 retailp roduct purchase,Shopping,extreme_augmented
REF furniture*order*payment*21194419,Shopping,extreme_augmented
BANK Nykaa ShoPPiNg paymeNt,Shopping,extreme_augmented
UTR*913336867 ttan:retail:purchase/12298233 DEBIT,Shopping,extreme_augmented
UPI myntra paymwnt order,Shopping,extreme_augmented
IMPS CROAM ORDER PAYMENT/87795419,Shopping,extreme_augmented
ID_4944253743/NEFT/PURCHASE/PRODUCT/AJIO,Shopping,extreme_augmented
Txn/5198524868/Payment/Furniture/Ref/Order,Shopping,extreme_augmented
UTR 9737825120 cRomA DR NACH Shopping pAymEnt,Shopping,extreme_augmented
ECS apPliaNce retAiL pURChaSe,Shopping,extreme_augmented
ID/9091839164 MOBILEPHONE PURCHASE PRODUCT,Shopping,extreme_augmented
myntra product purchase DEBIT,Shopping,extreme_augmented
AMAZON_RETAIL_PURCHASE*58136193,Shopping,extreme_augmented
Decathlon/Product/Purchase/Debit,Shopping,extreme_augmented
MYntRa:order:Payment:TXN,Shopping,extreme_augmented
reliancedigital*online*order*PAYMENT,Shopping,extreme_augmented
BANK UTR_2434744398 CROMA ONLINE ORDER,Shopping,extreme_augmented
NEFT tanishq shopping payment_69479195,Shopping,extreme_augmented
nykaa/card/purchase:15746917,Shopping,extreme_augmented
croma online order*13303899 PAYMENT,Shopping,extreme_augmented
elecronics purchase product,Shopping,extreme_augmented
TXN PRODUCT TANISHQ PURCHASE TXN,Shopping,extreme_augmented
IMPS order furniture payment PAID,Shopping,extreme_augmented
meesho-online-oredr-ACCOUNT/22346960,Shopping,extreme_augmented
TXN mobilephone shopping ayment,Shopping,extreme_augmented
ID:7768297306 meesho retail purchase_73378503,Shopping,extreme_augmented
myntra_order_payment:30095031 CARD,Shopping,extreme_augmented
clothing/card/purchase,Shopping,extreme_augmented
ONLINE MYNTRA ORDER*15196961,Shopping,extreme_augmented
Bank Payment Amazon Ordwr/81058406,Shopping,extreme_augmented
BANKonline order ecommerce_10360652,Shopping,extreme_augmented
Rwf_3607516184-retail-product-purchase-PAID-98900759,Shopping,extreme_augmented
ID*8943287101 purchasecard meesho/14587420,Shopping,extreme_augmented
mobilephone product purchase/90731083 PAYMENT,Shopping,extreme_augmented
TXN mobilephone online order,Shopping,extreme_augmented
UTR-2573931155/TXN/Titan/Product/Purchase/CHARGE,Shopping,extreme_augmented
Upi Amazon Order Online Utr*1909578686,Shopping,extreme_augmented
payment order eletcronics,Shopping,extreme_augmented
IMPS Tanishq:Order:Payment:75400173,Shopping,extreme_augmented
retail:puurchase:mobilephone:ORDER,Shopping,extreme_augmented
amszon:card:purchase:MERCHANT,Shopping,extreme_augmented
UTR 2301387403 Flipkart Card Purchase,Shopping,extreme_augmented
IMPS payment order mobilephonee,Shopping,extreme_augmented
TXN UTR*8650022958-ufrniture-shopping-payment-54788247,Shopping,extreme_augmented
retail card purchase:90210647 DR,Shopping,extreme_augmented
UPI Ref*6844846592 Clothing Shopping Payment 36660617,Shopping,extreme_augmented
Upi Nykaa Retail Purchase,Shopping,extreme_augmented
ecommerce shopping payment CHARGE,Shopping,extreme_augmented
UPI UTR/212366230 amazon product purchase DR,Shopping,extreme_augmented
Ref 1312863911 BANK appliancee card purchase,Shopping,extreme_augmented
AmazoN onLine OrDER,Shopping,extreme_augmented
NYKA PAYMENT ORDER,Shopping,extreme_augmented
MOBILEPHONE-RETAIL-PURCHASE TXN,Shopping,extreme_augmented
TXN flIpkArT reTaIl puRchaSE_48755251 PAID,Shopping,extreme_augmented
IMPS EcoMmerce SCUCESS pAymeNt ShoPping,Shopping,extreme_augmented
payment:shopping:Ref_7102812767:decathlon,Shopping,extreme_augmented
TXN:payment:reliancedigital:shopping,Shopping,extreme_augmented
AMAZON ONLINE ORDER,Shopping,extreme_augmented
amazon shopping COMPLETED payment,Shopping,extreme_augmented
ECS/croma/online/order-57947219,Shopping,extreme_augmented
Id/4523077675 Imps Ikea Retail Purchase,Shopping,extreme_augmented
Retail*Product*Purchase,Shopping,extreme_augmented
tanish qretail purchase-24906952,Shopping,extreme_augmented
TXN clothing card purchase CARD,Shopping,extreme_augmented
purchase POS retail clothing ONLINE,Shopping,extreme_augmented
ID/8800058883 IMPS nykaa retial purchase:1485880,Shopping,extreme_augmented
titan online oder SUCCESS,Shopping,extreme_augmented
REF/1279207531 DECATHLON RETAIL PURHCASE_10317710,Shopping,extreme_augmented
POS UTR:6236771097 online order laaptop MERCHANT,Shopping,extreme_augmented
TITAN:SHOPPING:PAYMENT,Shopping,extreme_augmented
Ref 2771776916 IMPS amazon online order ORDER/45856391,Shopping,extreme_augmented
tSnIshQ_shOpPing_pAyment,Shopping,extreme_augmented
REF_3407108172 TANISHQ ORDER PAYMENT,Shopping,extreme_augmented
ECS retai*lorder*payment*DEBIT,Shopping,extreme_augmented
ID*2827400829 NACH flipkart card purchase,Shopping,extreme_augmented
clothing_product_puchase-97014694,Shopping,extreme_augmented
ID_16422490 mynTra cARD pURcHaSe/84926737,Shopping,extreme_augmented
online ECS nykaa order PAID 34754745,Shopping,extreme_augmented
ajio-shopping-payment:8761588 REF,Shopping,extreme_augmented
fuRnItUre pUrcHaSE-36469027 NACH reTaIl,Shopping,extreme_augmented
furniture:retail:purchsse:49295642,Shopping,extreme_augmented
decathlon/orer/payment COMPLETED,Shopping,extreme_augmented
Retail Titan Purchase/40060489 Txn,Shopping,extreme_augmented
UTR_8438477823 nykaa product purchase PAYMENT,Shopping,extreme_augmented
POS/UTR_2177022843/ecommeRce/Shopping/pAymEnT/REF,Shopping,extreme_augmented
Ref 1986464838 Purchase Debit Flipkart Retail,Shopping,extreme_augmented
ECS clohting_online_order-47295589,Shopping,extreme_augmented
POS UTR-2236322582 croma:online:order-19907676,Shopping,extreme_augmented
NACH Ref*7193783781 titan retail purchase*22210673,Shopping,extreme_augmented
BANK:TITaN:oniLNe:ORder COMPLETED,Shopping,extreme_augmented
ECS myntra*card*urchase,Shopping,extreme_augmented
TXN ClothinG oRder paYMeent,Shopping,extreme_augmented
ReF*2881279193 IMPS dECATHlon ordER paYMENt 97913897,Shopping,extreme_augmented
Ref 4978495918 ecommerce product pucrhase*70798898,Shopping,extreme_augmented
Amazon-Online-Order 41265921 ACCOUNT,Shopping,extreme_augmented
BANK LAPTOP RETAIL PRUCHASE,Shopping,extreme_augmented
titan order_93225213 online,Shopping,extreme_augmented
ID_7176674810_meesho_online_order,Shopping,extreme_augmented
ID-8632862735 ikea order*52063994 online SUCCESS,Shopping,extreme_augmented
IMPS:ajio:retail:purhase-12935014,Shopping,extreme_augmented
IMPS ID-3235437520 Furniture Product Purchase Txn-35805852,Shopping,extreme_augmented
TXN furniture onlinne order CARD,Shopping,extreme_augmented
ID*7179631769 flipkart-shopping-payment,Shopping,extreme_augmented
UPI decathlon retail purchase:55270559 CARD,Shopping,extreme_augmented
Ref 2021840957 product myntra purchase,Shopping,extreme_augmented
Ref:8308432836 purchase/63063984 product ACCOUNT titan,Shopping,extreme_augmented
UTR 6467621152 lApTp reTail pUrcHase TXN*48128267,Shopping,extreme_augmented
UTR 8213271403 TXN Ikea Shopping Payment Merchant,Shopping,extreme_augmented
Nach Nykaa Product Purchase,Shopping,extreme_augmented
TXN purchase ID_6954174353 reliancedigital card,Shopping,extreme_augmented
ID*8775209653 Onlin Decathlon Eorder:3463539,Shopping,extreme_augmented
appliance puurchase product,Shopping,extreme_augmented
meesho DR card purchase ID:2645033227,Shopping,extreme_augmented
laptp card purchase CHARGE,Shopping,extreme_augmented
POS TaNisHq online oRder-7300947,Shopping,extreme_augmented
Ref-7669884241 meesho/product/purchase CHARGE,Shopping,extreme_augmented
ID_201471227_amazon_order_payment/64906118,Shopping,extreme_augmented
TXN ecommerce/card/purchase/29020042,Shopping,extreme_augmented
BANK Nykaa-Order-Payment_56809535-Card,Shopping,extreme_augmented
product Ref/774591036 purchase flipkart-68434525,Shopping,extreme_augmented
Appliance_Order_Payment_PAYMENT:80111604,Shopping,extreme_augmented
BANK NYKAA CARD PURCHASE,Shopping,extreme_augmented
ID/4102544910 Electronics*Retail*Purchase-45921324,Shopping,extreme_augmented
BANK ECOMMERCE ORDER PAYMENT/144864 MERCHANT,Shopping,extreme_augmented
Id 622472421 Furniture Retail Purchase_6615103 Completed,Shopping,extreme_augmented
